Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
01/11/2023,48343,2,Morris County,TX,98.9,6219,50.2,6215,53.3,6112,58.2,5851,61.4,2172,79.6,5400,43.6,5397,46.3,296,13.9,5326,50.7,5101,53.5,2006,73.5,2190,40.6,2190,40.6,2186,41,2168,42.5,1857,52.7,1232,61.4,720,38.8,544,44.2,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,14,7,7,7,6,12388,11660,2129,10497,9531,2730,675,5.8,674,6.4,666,7,452,16.6
01/11/2023,20029,2,Cloud County,KS,93.9,4826,54.9,4825,58.6,4729,63.8,4508,66.8,1722,90.8,4363,49.7,4362,52.9,286,19.2,4275,57.7,4076,60.4,1600,84.4,2207,50.6,2207,50.6,2186,51.1,2146,52.6,1673,65.3,1170,73.1,823,49.2,643,55,A,1,2,1,2,2,4,Non-metro,5,6,5,6,6,8,4,4,4,3,8,8,8,7,8786,8240,1490,7409,6750,1896,911,11.1,898,12.1,883,13.1,588,31
01/11/2023,20103,2,Leavenworth County,KS,93.9,61266,74.9,60811,79.4,58025,84.2,53978,86.2,12961,95,51064,62.5,50851,66.4,5645,40.5,48618,70.5,45206,72.2,11537,93.8,22728,44.5,22715,44.7,22293,45.9,21350,47.2,13720,59.9,7743,67.1,7644,55.7,5093,65.8,A,2,3,3,3,3,4,Metro,2,3,3,3,3,4,3,3,3,3,3,3,3,3,81758,76548,13948,68933,62600,12296,10148,13.3,9935,14.4,9596,15.3,4695,38.2
01/11/2023,35015,2,Eddy County,NM,97,34178,58.5,33969,62.7,32639,68.1,30603,71.3,7572,88.7,28486,48.7,28453,52.5,2732,24.3,27471,57.3,25721,59.9,6604,77.4,12930,45.4,12927,45.4,12722,46.3,12225,47.5,8123,58.7,4454,67.4,3318,40.8,2196,49.3,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,11,11,11,11,7,7,7,7,58460,54179,11233,47961,42946,8535,3909,7.2,3829,8,3706,8.6,2007,23.5
01/11/2023,31061,2,Franklin County,NE,90.9,,,,,,,,,,,1185,39.8,1183,42.2,69,16.4,1165,45.3,1114,46.7,456,54.1,783,66.1,783,66.2,783,67.2,775,69.6,651,81.5,438,95,254,39,194,44.3,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,4,4,4,4,8,8,8,8,2979,2804,421,2572,2383,843,215,7.7,215,8.4,211,8.9,155,18.4
01/11/2023,05089,2,Marion County,AR,92.1,7372,44.2,7369,46.3,7281,49.5,7059,51.7,3139,64.6,6240,37.4,6240,39.2,257,11.4,6175,41.9,5983,43.8,2701,55.6,3158,50.6,3158,50.6,3150,51,3117,52.1,2707,60.4,1879,69.6,1275,47.1,1018,54.2,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,7,8,8,8,7,16694,15914,2254,14723,13660,4858,1164,7.3,1162,7.9,1155,8.5,863,17.8
01/11/2023,45021,2,Cherokee County,SC,93,23736,41.4,23710,44,23321,47.9,22235,50.3,7220,73.6,20308,35.4,20296,37.6,1227,12.6,19999,41.1,19069,43.2,6360,64.9,7945,39.1,7945,39.1,7917,39.6,7796,40.9,6161,51.4,3849,60.5,2145,34.8,1516,39.4,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,10,10,11,10,6,6,7,6,57300,53926,9735,48708,44191,9806,2366,4.4,2349,4.8,2323,5.3,1404,14.3
01/11/2023,37001,2,Alamance County,NC,96.8,149922,88.4,149077,93.4,143747,95,134678,95,39702,95,110468,65.2,110077,69,10365,37.8,106405,73.4,99712,75.5,30617,95,31505,28.5,31498,28.6,31093,29.2,29894,30,21225,36.7,12709,41.5,6785,32,4435,34.9,D,15,15,14,15,15,16,Metro,3,3,2,3,3,4,13,13,14,13,1,1,2,1,169509,159560,27415,145046,132145,29035,20915,13.1,20539,14.2,19858,15,10221,35.2
01/11/2023,23023,2,Sagadahoc County,ME,96.2,33706,94,33315,95,31886,95,29941,95,9914,95,30010,83.7,29778,87.2,3133,61.6,28468,90.3,26645,91.8,8711,95,19687,65.6,19684,66.1,19232,67.6,18397,69,12826,79.4,7567,86.9,8981,70,6015,79.5,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,4,4,4,4,4,35856,34130,5090,31532,29040,8160,11758,34.5,11511,36.5,11160,38.4,6006,73.6
01/11/2023,42009,2,Bedford County,PA,94.9,21639,45.2,21600,47.4,21320,50.7,20734,53.5,8520,75.9,19411,40.5,19378,42.5,756,11.1,19129,45.5,18622,48.1,7855,70,9780,50.4,9780,50.5,9745,50.9,9628,51.7,7986,60.1,5227,66.5,3358,42,2570,49.2,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,4,4,4,3,8,8,8,7,47888,45561,6841,42066,38720,11221,3965,8.7,3952,9.4,3925,10.1,2676,23.8
01/11/2023,25005,2,Bristol County,MA,90,488926,86.5,485936,90.7,467116,95,433879,95,114560,95,396343,70.1,394660,73.7,42442,49.2,379589,77.4,352218,78.4,91621,93.7,200899,50.7,200856,50.9,197740,52.1,188848,53.6,122356,63.5,64429,70.3,59627,48.7,36762,57.1,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,565217,535517,86276,490739,449241,97814,103465,19.3,101577,20.7,98179,21.9,46415,47.5
01/11/2023,48323,2,Maverick County,TX,98.9,110130,95,109128,95,100182,95,86959,95,11373,95,60374,95,60049,95,15704,95,53708,95,44345,95,7962,95,21121,35,21121,35.2,20404,38,18960,42.8,10524,56.7,5118,64.3,4081,38.8,2434,47.6,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,14,14,15,14,6,6,7,6,58722,53388,12841,46539,40547,7003,7381,13.8,7131,15.3,6802,16.8,2397,34.2
01/11/2023,48155,2,Foard County,TX,98.9,566,49,566,51.2,563,55.4,547,59.2,223,70.8,484,41.9,484,43.8,14,7.7,483,47.5,470,50.9,203,64.4,217,44.8,217,44.8,217,44.9,217,46.2,196,57.3,138,68,70,35.7,52,37.7,C,9,9,9,9,10,10,Non-metro,5,5,5,5,6,6,11,11,11,11,7,7,7,7,1155,1105,181,1017,924,315,75,6.8,75,7.4,75,8.1,57,18.1
01/11/2023,23007,2,Franklin County,ME,96.2,23205,76.8,23086,79.9,22424,83.7,21271,85.6,7878,95,20234,67,20173,69.8,1666,41.4,19574,73.1,18507,74.4,6625,95,12711,62.8,12709,63,12510,63.9,12068,65.2,9019,75.1,5468,82.5,5827,64.6,4063,74.3,B,7,7,7,7,7,8,Non-metro,7,7,7,7,7,8,8,8,8,8,8,8,8,8,30199,28887,4025,26784,24862,6856,6898,23.9,6774,25.3,6580,26.5,4020,58.6
01/11/2023,40017,2,Canadian County,OK,93.8,112342,75.8,111992,80.9,108128,88,100310,91.4,23453,95,91395,61.6,91236,65.9,9725,34,88112,71.7,81511,74.3,19096,95,37690,41.2,37688,41.3,37206,42.2,35776,43.9,22806,57.2,12667,66.3,10408,45.6,6811,53.8,B,6,7,6,7,7,8,Metro,2,3,2,3,3,4,7,7,7,7,3,3,3,3,148306,138384,28632,122925,109752,19714,17364,12.5,17122,13.9,16648,15.2,8143,41.3
01/11/2023,27087,2,Mahnomen County,MN,94.7,4031,72.9,4027,79.7,3845,89.9,3562,94.5,1205,95,3484,63,3482,69,367,28.6,3352,78.4,3115,82.6,1114,95,1783,51.2,1783,51.2,1774,52.9,1712,55,1277,64.1,793,71.2,710,55.6,505,63.7,D,14,15,13,15,16,16,Non-metro,6,7,5,7,8,8,16,16,16,15,8,8,8,7,5527,5050,1281,4276,3769,954,962,19,956,22.4,941,25,526,55.1
01/11/2023,51007,2,Amelia County,VA,78.2,5167,39.3,5165,41.6,5155,45.3,4979,47.9,1885,71.5,4484,34.1,4483,36.1,139,6.9,4475,39.3,4344,41.7,1736,65.8,92,2.1,92,2.1,92,2.1,91,2.1,76,2.4,48,2.8,76,95,64,95,B,5,5,5,5,5,7,Metro,1,1,1,1,1,3,5,5,5,5,1,1,1,1,13145,12421,2016,11374,10405,2637,83,0.7,83,0.7,82,0.8,61,2.3
01/11/2023,47077,2,Henderson County,TN,97.8,13321,47.4,13315,50.3,13181,54.9,12696,58.3,4413,82.8,11887,42.3,11886,44.9,519,11,11778,49.1,11367,52.2,4131,77.5,5438,45.7,5438,45.8,5423,46,5347,47,4321,57.4,2712,65.6,1663,38.5,1179,43.5,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,28117,26489,4715,24008,21774,5328,1293,4.9,1290,5.4,1275,5.9,804,15.1
01/11/2023,13149,2,Heard County,GA,88.9,3991,33.5,3991,35.4,3964,38.8,3809,41,1209,55.5,3501,29.4,3501,31.1,150,7.5,3478,34.1,3351,36.1,1099,50.4,1425,40.7,1425,40.7,1422,40.9,1398,41.7,1126,51.6,675,61.4,443,39.3,305,45.2,D,13,13,13,13,13,14,Metro,1,1,1,1,1,2,15,15,15,14,3,3,3,2,11923,11274,1990,10213,9284,2180,454,4,453,4.4,445,4.8,279,12.8
01/11/2023,31125,2,Nance County,NE,90.9,,,,,,,,,,,1049,29.8,1049,31.6,48,8.3,1031,34.1,1001,36.5,352,45.9,823,78.5,823,78.5,821,79.6,813,81.2,683,95,433,95,332,48.6,255,58.9,A,1,1,1,1,1,1,Non-metro,5,5,5,5,5,5,4,4,4,4,8,8,8,8,3519,3318,575,3021,2743,767,287,8.6,285,9.4,284,10.4,204,26.6
01/11/2023,05055,2,Greene County,AR,92.1,23746,52.4,23698,56,23122,60.7,21489,62.6,5890,79.9,20535,45.3,20520,48.5,1760,21.9,20099,52.7,18760,54.7,5437,73.8,8927,43.5,8927,43.5,8897,44.3,8680,46.3,6422,60.8,3883,71.4,2566,40,1835,47.3,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,45325,42336,8028,38118,34308,7372,2395,5.7,2394,6.3,2364,6.9,1341,18.2
01/11/2023,05113,2,Polk County,AR,92.1,9377,47,9364,49.7,9243,54.1,8811,57.1,3239,68.7,7579,38,7576,40.2,428,12.5,7491,43.9,7148,46.3,2627,55.7,2862,37.8,2862,37.8,2856,38.1,2821,39.5,2311,50,1566,59.6,857,37.1,664,42.4,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,14,14,14,14,6,6,6,6,19964,18841,3417,17073,15424,4717,889,4.7,887,5.2,877,5.7,621,13.2
01/11/2023,40149,2,Washita County,OK,93.8,5213,47.8,5203,50.8,5145,56,4876,59.2,1710,83.9,4426,40.5,4423,43.2,263,13.2,4388,47.8,4160,50.5,1504,73.8,1899,42.9,1898,42.9,1897,43.2,1870,45,1527,57,981,65.2,619,40.5,457,46.6,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,10916,10237,1994,9181,8243,2038,690,6.7,690,7.5,686,8.3,437,21.4
01/11/2023,47049,2,Fentress County,TN,97.8,7271,39.3,7262,41.4,7192,44.7,7034,47.7,2884,69.5,6477,35,6475,37,203,7.3,6414,39.9,6272,42.6,2728,65.8,2862,44.2,2862,44.2,2850,44.4,2830,45.1,2467,53.5,1680,61.6,1023,41.5,785,46.7,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,7,7,7,6,7,7,7,6,18523,17520,2788,16084,14732,4149,973,5.6,966,6,956,6.5,655,15.8
01/11/2023,30087,2,Rosebud County,MT,95.9,9258,95,9245,95,8616,95,7520,95,1713,95,7829,87.6,7827,95,1316,71.6,7426,95,6511,95,1601,95,3740,47.8,3740,47.8,3715,50,3454,53,2205,65.9,1215,75.9,1041,47.2,681,56,C,12,12,12,12,12,12,Non-metro,8,8,8,8,8,8,11,12,12,11,7,8,8,7,8937,8207,1839,7211,6368,1472,1425,17.4,1420,19.7,1359,21.3,632,42.9
01/11/2023,12081,2,Manatee County,FL,98.6,299983,74.4,299442,77.8,293500,82.3,278945,84.3,115353,95,258715,64.2,258499,67.2,17531,32.4,253526,71.1,240968,72.9,101381,89.6,124159,48,124152,48,123501,48.7,120800,50.1,98699,59.5,66260,65.4,49156,49.8,37199,56.1,C,10,11,10,11,11,12,Metro,2,3,2,3,3,4,11,11,12,11,3,3,4,3,403253,384878,54118,356552,330760,113157,50525,13.1,50301,14.1,49756,15,34169,30.2
01/11/2023,16027,2,Canyon County,ID,97.7,125331,54.5,124652,58.5,120214,64,110985,67,29228,90.7,111117,48.3,110891,52,12114,25.6,107106,57,98777,59.6,26973,83.7,51128,46,51123,46.1,50370,47,48145,48.7,32806,64,19518,72.4,17442,53.2,12061,61.8,C,9,10,9,10,10,12,Metro,1,2,1,2,2,4,11,11,11,11,3,3,3,3,229849,213088,47357,187838,165731,32213,22471,10.5,22151,11.8,21396,12.9,11436,35.5
01/11/2023,06103,2,Tehama County,CA,97.7,32763,50.3,32679,53.5,31849,57.9,29944,60.3,9684,75.8,28950,44.5,28909,47.3,2377,20.7,28263,51.4,26532,53.5,8707,68.1,14813,51.2,14812,51.2,14747,52.2,14381,54.2,10522,65.2,6441,74,5022,47.7,3593,55.8,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,16,16,16,15,8,8,8,7,65084,61110,11489,55004,49621,12780,5704,9.3,5679,10.3,5604,11.3,3472,27.2
01/11/2023,48195,2,Hansford County,TX,98.9,2618,48.5,2616,52.5,2585,58.8,2437,64.2,755,93,2309,42.8,2309,46.3,129,10.9,2297,52.3,2180,57.4,682,84,829,35.9,829,35.9,829,36.1,823,37.8,631,48.9,377,55.3,157,24.9,113,30,D,13,13,13,14,14,16,Non-metro,5,5,5,6,6,8,14,14,14,14,6,6,6,6,5399,4984,1188,4393,3796,812,131,2.6,131,3,131,3.5,87,10.7
01/11/2023,55007,2,Bayfield County,WI,96.7,14349,95,14272,95,13774,95,13061,95,5027,95,12969,86.3,12935,90.1,994,51.6,12510,93.6,11941,95,4732,95,8271,63.8,8270,63.9,8170,65.3,7919,66.3,6232,74.4,3872,81.8,4199,67.4,2962,76.5,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,4,4,4,4,8,8,8,8,15036,14357,1926,13368,12431,4245,4992,34.8,4954,37.1,4883,39.3,3012,71
01/11/2023,48477,2,Washington County,TX,98.9,20421,56.9,20399,60.2,19997,64.8,18919,67,6972,88.4,18363,51.2,18359,54.2,1289,22.7,18013,58.4,17070,60.5,6444,81.7,8290,45.1,8290,45.2,8243,45.8,8130,47.6,6574,58.6,4368,67.8,2861,43.5,2128,48.7,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,15,7,7,7,7,35882,33888,5671,30837,28217,7889,2597,7.7,2584,8.4,2560,9.1,1734,22
01/11/2023,29113,2,Lincoln County,MO,91.3,27132,46,27046,49.3,26385,53.8,24913,56.6,7136,88.4,23976,40.6,23933,43.6,1823,16.9,23402,47.7,22110,50.2,6430,79.6,11501,48,11500,48.1,11417,48.8,11129,50.3,8353,63.1,4798,74.6,4147,49.6,2804,58.4,A,1,1,1,1,2,3,Metro,1,1,1,1,2,3,3,3,4,3,3,3,4,3,59013,54832,10797,49042,44035,8074,4992,9.1,4940,10.1,4859,11,2757,34.1
01/11/2023,24045,2,Wicomico County,MD,98.2,67578,65.2,67351,69.2,65136,73.6,61107,75.5,16846,95,60099,58,60000,61.7,5462,33.3,58101,65.6,54538,67.4,15428,91.1,31670,52.7,31667,52.8,31293,53.9,30201,55.4,20564,67.6,11721,76,10531,51.2,6943,59.2,D,14,14,14,15,15,16,Metro,2,2,2,3,3,4,16,16,16,15,4,4,4,3,103609,97312,16413,88554,80899,16938,11613,11.9,11499,13,11216,13.9,6006,35.5
01/11/2023,28037,2,Franklin County,MS,98.1,4336,56.2,4334,59.5,4269,64.4,4007,67.2,1243,77.5,3834,49.7,3834,52.6,267,20.2,3783,57.1,3567,59.8,1162,72.5,1477,38.5,1477,38.5,1475,39,1459,40.9,1187,52.9,725,62.4,415,35,279,38.5,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,10,10,11,10,6,6,7,6,7713,7290,1325,6628,5965,1603,329,4.5,329,5,328,5.5,198,12.4
01/11/2023,26037,2,Clinton County,MI,94.2,47526,59.7,,,,,,,,,47248,59.4,47074,62.6,4356,32.9,45987,67.2,42718,68.9,12055,86.8,30691,65,30683,65.2,29958,65.1,28470,66.6,18152,76.7,10209,84.7,8067,44.4,5241,51.3,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,4,4,4,4,4,4,4,4,79595,75233,13228,68471,62005,13894,8644,11.5,8352,12.2,7922,12.8,3343,24.1
01/11/2023,30031,2,Gallatin County,MT,95.9,83463,72.9,82927,76.7,79767,80.4,75454,82.1,16147,95,70614,61.7,70350,65,6322,38.8,67754,68.3,64028,69.7,14243,94.8,37634,53.3,37634,53.5,37050,54.7,35650,55.7,19224,70.1,10858,76.2,11463,59.6,7301,67.2,A,2,3,2,3,3,4,Non-metro,6,7,6,7,7,8,4,4,4,3,8,8,8,7,114434,108181,16293,99225,91888,15030,16241,15,15937,16.1,15451,16.8,6530,43.4
01/11/2023,UNK,2,Unknown County,MH,,43295,,41320,,34908,,28956,,1603,,34685,,34160,,8561,,29993,,25599,,1438,,15313,44.1,15311,44.8,15294,51,14288,55.8,4095,68.6,1033,71.8,1581,38.6,423,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,,1705,,1510,,129,
01/11/2023,48119,2,Delta County,TX,98.9,2222,41.7,2218,44.7,2196,48.8,2121,52,885,79.2,1898,35.6,1897,38.2,81,9.1,1878,41.8,1816,44.5,775,69.3,701,36.9,701,37,700,37.3,699,38.5,606,47.9,432,55.7,255,42.1,195,45.1,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,6,6,6,6,6,6,6,6,5331,4966,886,4498,4080,1118,253,5.1,252,5.6,252,6.2,180,16.1
01/11/2023,19141,2,O'Brien County,IA,97.3,7559,55,7543,58.6,7435,64.1,7095,67.8,2714,95,7111,51.7,7109,55.2,395,16.4,7016,60.5,6714,64.1,2605,91.7,4068,57.2,4068,57.2,4056,57.8,3967,59.1,3099,70.8,2066,79.3,1654,53.4,1262,61.1,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,7,8,8,8,7,13753,12870,2403,11599,10467,2840,1688,13.1,1682,14.5,1649,15.8,1053,37.1
01/11/2023,40079,2,Le Flore County,OK,93.8,24091,48.3,24062,51.4,23601,55.9,22418,59.1,7632,83.8,20399,40.9,20395,43.6,1357,15.3,20027,47.5,19038,50.2,6771,74.4,8381,41.1,8381,41.1,8350,41.7,8208,43.1,6541,53.5,4203,62.1,2573,39.3,1886,44.9,D,13,13,13,13,14,15,Metro,1,1,1,1,2,3,15,15,15,14,3,3,3,2,49853,46796,8873,42195,37923,9104,3065,6.5,3042,7.2,3003,7.9,1916,21
01/11/2023,16065,2,Madison County,ID,97.7,26822,67.2,26778,74.3,26177,80.4,24610,84.2,2913,95,22639,56.7,22622,62.8,1895,27.8,22117,67.9,20727,71,2673,94.5,6027,26.6,6027,26.6,5966,27,5705,27.5,3018,56,1705,63.8,1118,37,719,42.2,B,6,6,5,7,7,8,Non-metro,6,6,5,7,7,8,5,5,5,6,5,5,5,6,39907,36032,6820,32555,29212,2829,1878,5.2,1845,5.7,1763,6,719,25.4
01/11/2023,26165,2,Wexford County,MI,94.2,17657,52.5,,,,,,,,,17655,52.5,17628,55.8,1220,21.5,17317,60.7,16408,63.4,5796,88.1,10500,59.5,10499,59.6,10430,60.2,10188,62.1,7706,72.7,4663,80.5,4005,52,2789,59.8,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,8,8,8,8,8,33631,31569,5682,28546,25887,6581,3353,10.6,3330,11.7,3263,12.6,1821,27.7
01/11/2023,01113,2,Russell County,AL,92.6,33841,58.4,33790,62.6,32566,67.3,30211,68.7,8517,95,25662,44.3,25650,47.6,2708,27.2,24755,51.1,22942,52.2,6879,80.1,9400,36.6,9400,36.6,9347,37.8,9053,39.5,7095,51.5,4071,59.2,2443,34.4,1583,38.9,D,13,13,13,14,14,16,Metro,1,1,1,2,2,4,14,14,14,14,2,2,2,2,57961,53943,9969,48419,43974,8589,3328,6.2,3319,6.9,3223,7.3,1687,19.6
01/11/2023,34001,2,Atlantic County,NJ,94.1,221805,84.1,220772,88.5,212783,93.5,199609,95,53655,95,185363,70.3,184835,74.1,18174,43.9,178085,78.2,166661,80.1,45197,92.2,95206,51.4,95204,51.5,94117,52.8,90826,54.5,60902,64,32277,71.4,25607,42,16543,51.3,D,15,15,15,15,16,16,Metro,3,3,3,3,4,4,16,16,16,15,4,4,4,3,263670,249550,41417,227677,208133,49027,31946,12.8,31549,13.9,30839,14.8,16419,33.5
01/11/2023,08067,2,La Plata County,CO,97,46232,82.2,45836,85.6,43881,88.7,41228,90.1,11293,95,41169,73.2,41035,76.7,4038,51.9,39418,79.7,36997,80.9,10493,95,25727,62.5,25723,62.7,25216,64,24011,64.9,14925,75.4,8407,80.1,9478,63.5,5993,71.3,B,7,7,8,7,8,8,Non-metro,7,7,8,7,8,8,8,8,8,8,8,8,8,8,56221,53527,7778,49452,45749,10249,11367,21.2,11148,22.5,10757,23.5,5061,49.4
01/11/2023,UNK,2,Unknown County,WY,97.1,11000,,10989,,10880,,10548,,2789,,8895,,8894,,231,,8852,,8663,,2376,,4124,46.4,4124,46.4,4116,46.5,4086,47.2,3287,65.2,2263,95,375,11.4,234,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,,848,,838,,333,
01/11/2023,26075,2,Jackson County,MI,94.2,,,,,,,,,,,85027,53.6,84946,56.8,5903,23.8,83407,61.1,79043,63.4,25337,87.5,49015,57.6,49014,57.7,48640,58.3,47418,60,34188,70.2,19676,77.7,16321,47.7,10905,55.4,C,10,10,9,10,10,12,Metro,2,2,1,2,2,4,12,12,12,11,4,4,4,3,158510,149470,24781,136484,124689,28952,14409,9.6,14249,10.4,13967,11.2,7282,25.2
01/11/2023,27129,2,Renville County,MN,94.7,8659,59.5,8626,63.3,8360,68,7909,70.9,2854,93.1,8198,56.4,8181,60.1,660,26.9,7940,64.6,7521,67.4,2757,90,4878,59.5,4878,59.6,4831,60.8,4693,62.4,3617,73.5,2194,79.6,2323,64.2,1660,75.7,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,3,8,8,8,7,14548,13617,2455,12289,11162,3065,2455,18,2424,19.7,2385,21.4,1505,49.1
01/11/2023,28081,2,Lee County,MS,98.1,43226,50.6,43179,54.2,42175,59,39587,61.7,11055,85.3,38361,44.9,38341,48.1,3002,19.3,37522,52.5,35339,55.1,10338,79.8,16235,42.3,16235,42.3,16151,43,15797,44.7,11818,57.8,7019,67.9,4430,37.5,3149,44.9,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,15,7,7,7,7,85436,79721,15591,71457,64130,12956,3764,4.7,3739,5.2,3688,5.8,2274,17.6
01/11/2023,18079,2,Jennings County,IN,98.6,13070,47.1,13029,50,12674,53.9,12008,56.4,3702,79.2,11811,42.6,11792,45.3,865,18.2,11516,49,10927,51.3,3521,75.3,5434,46,5434,46.1,5392,46.8,5284,48.4,4116,60,2472,70.2,1645,40,1189,48.1,A,1,1,1,1,2,3,Non-metro,5,5,5,5,6,7,3,3,3,3,7,7,7,7,27735,26038,4748,23510,21290,4675,1642,6.3,1628,6.9,1601,7.5,979,20.9
01/11/2023,47005,2,Benton County,TN,97.8,8148,50.4,8135,53.1,8042,57.4,7781,60.1,3097,80.2,7381,45.7,7377,48.1,306,12.9,7313,52.2,7071,54.6,2944,76.2,3934,53.3,3934,53.3,3926,53.7,3876,54.8,3249,63.8,2096,71.2,1560,48,1146,54.7,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,16160,15331,2380,14021,12951,3862,1291,8.4,1287,9.2,1275,9.8,857,22.2
01/11/2023,26041,2,Delta County,MI,94.2,23723,66.3,,,,,,,,,22845,63.8,22834,67.2,1106,21.3,22563,72.1,21728,75.4,9201,95,12543,54.9,12543,54.9,12468,55.3,12222,56.2,9834,64.2,6384,69.4,4585,46.6,3302,51.7,B,6,7,5,7,7,8,Non-metro,6,7,5,7,7,8,8,8,8,7,8,8,8,7,35784,33999,5184,31295,28815,8893,4677,13.8,4638,14.8,4558,15.8,2833,31.9
01/11/2023,24025,2,Harford County,MD,98.2,206554,80.9,205089,85.1,195407,89.2,180785,90.9,44583,95,185613,72.7,184741,76.6,21977,52.1,175938,80.3,162764,81.9,41104,95,105835,57,105824,57.3,103860,59,98845,60.7,62495,71,32578,79.3,35702,57.1,21672,66.5,A,3,3,4,4,4,4,Metro,3,3,4,4,4,4,4,4,4,3,4,4,4,3,255441,241046,42210,219131,198836,42293,47764,19.8,46843,21.4,45296,22.8,20556,48.6
